urllib3.connectionpool:DEBUG:2022-10-17 19:31:49,414:Starting new HTTPS connection (1): www.bestbuy.com:443
PIL.Image:DEBUG:2022-10-17 20:59:28,043:Importing BlpImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,045:Importing BmpImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,045:Importing BufrStubImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,046:Importing CurImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,047:Importing DcxImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,049:Importing DdsImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,050:Importing EpsImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,091:Importing FitsImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,093:Importing FitsStubImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,094:Importing FliImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,094:Importing FpxImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,096:Image: failed to import FpxImagePlugin: No module named 'olefile'
PIL.Image:DEBUG:2022-10-17 20:59:28,096:Importing FtexImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,097:Importing GbrImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,098:Importing GifImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,098:Importing GribStubImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,098:Importing Hdf5StubImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,099:Importing IcnsImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,103:Importing IcoImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,104:Importing ImImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,104:Importing ImtImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,105:Importing IptcImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,106:Importing JpegImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,106:Importing Jpeg2KImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,107:Importing McIdasImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,107:Importing MicImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,109:Image: failed to import MicImagePlugin: No module named 'olefile'
PIL.Image:DEBUG:2022-10-17 20:59:28,109:Importing MpegImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,110:Importing MpoImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,110:Importing MspImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,111:Importing PalmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,115:Importing PcdImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,116:Importing PcxImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,116:Importing PdfImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,124:Importing PixarImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,127:Importing PngImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,127:Importing PpmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,127:Importing PsdImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,130:Importing SgiImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,131:Importing SpiderImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,131:Importing SunImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,132:Importing TgaImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,132:Importing TiffImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,132:Importing WebPImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,138:Importing WmfImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,140:Importing XbmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,141:Importing XpmImagePlugin
PIL.Image:DEBUG:2022-10-17 20:59:28,142:Importing XVThumbImagePlugin
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,145:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,225:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,227:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,308:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,312:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,368:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,372:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,465:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,468:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,531:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,534:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,626:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,629:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,683:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,687:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,799:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 393
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,802:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,857:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,860:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,961:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 421
urllib3.connectionpool:DEBUG:2022-10-17 20:59:28,964:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,215:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,218:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,322:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,324:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,384:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,387:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,476:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,479:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,551:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,555:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,691:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 390
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,694:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,777:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,781:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,905:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,909:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,984:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 20:59:29,987:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,093:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 392
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,096:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,184:https://m.media-amazon.com:443 "GET /images/I/41HmgodJz+L._AC_US40_.jpg HTTP/1.1" 200 835
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,187:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,309:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 421
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,312:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,576:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,579:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,691:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,694:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,751:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,754:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,846:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,849:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,906:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,910:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,994:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 20:59:30,997:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,068:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,071:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,163:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,167:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,231:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,234:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,313:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,316:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,391:https://m.media-amazon.com:443 "GET /images/I/41QuJ9S84fL._AC_US40_.jpg HTTP/1.1" 200 806
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,394:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,483:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 420
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,489:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,745:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,748:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,826:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,830:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,885:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,888:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,973:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:31,976:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,052:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,056:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,147:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 391
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,151:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,211:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,214:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,327:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,330:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,403:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,406:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,498:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,501:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,570:https://m.media-amazon.com:443 "GET /images/I/313Hc1yIQdL._AC_US40_.jpg HTTP/1.1" 200 565
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,573:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,658:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 420
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,662:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,910:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 20:59:32,913:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,055:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,058:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,123:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,126:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,230:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,233:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,291:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,294:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,396:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 390
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,399:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,468:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,472:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,583:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,586:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,652:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,655:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,735:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,738:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,796:https://m.media-amazon.com:443 "GET /images/I/31vHFKBKMQL._AC_US40_.jpg HTTP/1.1" 200 660
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,800:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,969:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 420
urllib3.connectionpool:DEBUG:2022-10-17 20:59:33,973:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,229:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,232:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,321:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_sd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,325:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,390:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,393:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,478:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_rd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 395
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,481:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,537:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,540:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,614:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931ld.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 389
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,617:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,675:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,679:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,767:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931_bd.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 396
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,770:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,845:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,849:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,966:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/images/products/6477/6477931cv11d.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 394
urllib3.connectionpool:DEBUG:2022-10-17 20:59:34,969:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:35,058:https://m.media-amazon.com:443 "GET /images/I/51VPQmnwOHL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg HTTP/1.1" 200 745
urllib3.connectionpool:DEBUG:2022-10-17 20:59:35,062:Starting new HTTPS connection (1): pisces.bbystatic.com:443
urllib3.connectionpool:DEBUG:2022-10-17 20:59:35,140:https://pisces.bbystatic.com:443 "GET /image2/BestBuy_US/exc/videometadata/thumbnail/6dbc7936181e61e78d1f4676bc99d2ff.jpg;maxHeight=54;maxWidth=54 HTTP/1.1" 403 420
urllib3.connectionpool:DEBUG:2022-10-17 21:00:23,727:Starting new HTTPS connection (1): www.bestbuy.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:00:28,462:https://www.bestbuy.com:443 "GET /site/polk-audio-monitor-xt60-tower-speaker-midnight-black/6477931.p?skuId=6477931&intl=nosplash HTTP/1.1" 200 None
urllib3.connectionpool:DEBUG:2022-10-17 21:00:28,780:Starting new HTTPS connection (1): www.amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:00:29,397:https://www.amazon.com:443 "GET /JVC-EXOFIELD-Personal-Multi-Channel-Surround/dp/B0899NS7NV/ref=sr_1_19?qid=1665223097&rnid=9977442011&s=electronics&sr=1-19 HTTP/1.1" 200 None
urllib3.connectionpool:DEBUG:2022-10-17 21:00:31,397:Starting new HTTPS connection (1): m.media-amazon.com:443
urllib3.connectionpool:DEBUG:2022-10-17 21:00:31,565:https://m.media-amazon.com:443 "GET /images/I/31yfLJJHpML._AC_US40_.jpg HTTP/1.1" 200 624
